,id,sales
0,3000888,4.59780846046041
1,3000889,0.0
2,3000890,3.2928791901126675
3,3000891,2391.174825663368
4,3000892,0.4099271321571166
5,3000893,407.53114149735586
6,3000894,19.445317362531277
7,3000895,676.6185065691143
8,3000896,810.2127796054721
9,3000897,140.38410886481552
10,3000898,135.34060953251952
11,3000899,146.87109461992918
12,3000900,2727.430515155749
13,3000901,20.5002646275526
14,3000902,1.8568915365757617
15,3000903,27.968833225365287
16,3000904,30.324568868791296
17,3000905,0.3650420651957609
18,3000906,209.17654256692953
19,3000907,17.64735944042916
20,3000908,14.577736989851001
21,3000909,4.4660789817978594
22,3000910,111.17345383413567
23,3000911,8.084498753074971
24,3000912,308.4953684904269
25,3000913,163.28849060678039
26,3000914,7.013246196772812
27,3000915,11.486669122410355
28,3000916,335.43996734668747
29,3000917,90.76203463451336
30,3000918,3009.3318906230816
31,3000919,0.34273925506285424
32,3000920,27.62712725027627
33,3000921,2.931639293592626
34,3000922,0.32678538917186395
35,3000923,1.516398440179354
36,3000924,1333.2461692515483
37,3000925,0.0
38,3000926,107.37814218755955
39,3000927,4.929706453948453
40,3000928,766.9161024807245
41,3000929,361.15375284209983
42,3000930,290.0376808464694
43,3000931,51.09815565180942
44,3000932,58.897813717047526
45,3000933,2750.3777687261036
46,3000934,3.9555150498981715
47,3000935,0.41868101159703797
48,3000936,13.59528708913926
49,3000937,10.1637769337923
50,3000938,0.08956054890105472
51,3000939,229.13877068858204
52,3000940,6.099601576756808
53,3000941,0.014641313230107415
54,3000942,1.2785342597414706
55,3000943,12.386104301362092
56,3000944,0.6698760696245675
57,3000945,139.16220686560735
58,3000946,198.22440204758215
59,3000947,0.8650844056041762
60,3000948,5.1190781646279735
61,3000949,169.30162536742372
62,3000950,34.148121567780635
63,3000951,301.92352503438036
64,3000952,0.8634648849822805
65,3000953,3.3017918460841473
66,3000954,7.779129142479707
67,3000955,0.4982873304795896
68,3000956,7.275091984537282
69,3000957,5083.3229641673115
70,3000958,0.0
71,3000959,648.7439442630863
72,3000960,18.945374522082638
73,3000961,2118.424913519716
74,3000962,777.4122727907832
75,3000963,568.0628834677855
76,3000964,189.1515807791482
77,3000965,136.84093191804587
78,3000966,7841.564005629158
79,3000967,22.558609710349266
80,3000968,0.6926171029845754
81,3000969,46.1693510485602
82,3000970,27.869329031547835
83,3000971,0.32751999525787434
84,3000972,652.695557644349
85,3000973,15.918215267104461
86,3000974,2.3942844682679807
87,3000975,7.457591846930957
88,3000976,54.16280522141916
89,3000977,3.9765561158602925
90,3000978,623.9753698945511
91,3000979,489.9698366930447
92,3000980,2.531376359656365
93,3000981,17.82061004060445
94,3000982,476.35849074523355
95,3000983,100.59681487548531
96,3000984,1678.378686365859
97,3000985,7.54726036387347
98,3000986,10.76354152112151
99,3000987,6.301971792819913
100,3000988,0.2949348169412441
101,3000989,0.9241789136298009
102,3000990,1957.770724571409
103,3000991,0.0
104,3000992,160.18344617052173
105,3000993,13.175780439578123
106,3000994,869.7620680749086
107,3000995,509.41764578861114
108,3000996,263.57535110783675
109,3000997,74.09929672581622
110,3000998,66.86976296049005
111,3000999,3037.5620960513334
112,3001000,6.426151976661966
113,3001001,1.024339383777696
114,3001002,19.80512827026729
115,3001003,18.825057900508504
116,3001004,0.16728271960911334
117,3001005,227.0866305926387
118,3001006,2.14023354969282
119,3001007,0.00025827649133504035
120,3001008,3.2164716890859157
121,3001009,41.233285065267744
122,3001010,1.9245176368971249
123,3001011,171.31035629452413
124,3001012,208.00930642176974
125,3001013,1.3307188131136711
126,3001014,6.390054661467262
127,3001015,198.94715121123207
128,3001016,55.88639433315973
129,3001017,429.3129680078202
130,3001018,0.8987365622128791
131,3001019,4.699687951189976
132,3001020,6.654466277981717
133,3001021,0.0
134,3001022,1.751861919460075
135,3001023,1852.589630410575
136,3001024,0.0
137,3001025,131.8656051926277
138,3001026,7.9544586567082
139,3001027,848.441648566142
140,3001028,365.74164729592985
141,3001029,202.88602808862692
142,3001030,63.26871551902989
143,3001031,49.35563667206083
144,3001032,3210.56560989453
145,3001033,7.8681011597037855
146,3001034,0.5573119768313284
147,3001035,18.410799344570478
148,3001036,15.93668203623492
149,3001037,0.05164471316490321
150,3001038,205.610967859396
151,3001039,4.431302687345721
152,3001040,0.005163412806279933
153,3001041,1.6114124336843365
154,3001042,41.135372870806705
155,3001043,1.2079062244634409
156,3001044,160.76092171916454
157,3001045,225.1591046697236
158,3001046,0.5994046938576769
159,3001047,5.279410706195669
160,3001048,130.6120436790449
161,3001049,42.06083046477066
162,3001050,242.90743097310957
163,3001051,0.7040236090117324
164,3001052,2.146641770506518
165,3001053,5.075465426939507
166,3001054,0.01634974870967605
167,3001055,0.512151697215272
168,3001056,1546.7886769045772
169,3001057,0.0
170,3001058,176.03610578327638
171,3001059,9.714136615561792
172,3001060,1274.6856690419636
173,3001061,518.6636012210975
174,3001062,320.32607195329
175,3001063,37.03992277109506
176,3001064,87.60491638365068
177,3001065,3038.037192900784
178,3001066,5.850261028617882
179,3001067,0.5612771560794475
180,3001068,22.122962897100102
181,3001069,26.836358555514614
182,3001070,0.09897493871225888
183,3001071,300.4483510527941
184,3001072,0.3612864709692991
185,3001073,0.0
186,3001074,2.863168502123373
187,3001075,26.07935862749332
188,3001076,2.111162625274683
189,3001077,231.24570125327605
190,3001078,318.26837467874213
191,3001079,1.0937776535792463
192,3001080,6.937869684690977
193,3001081,90.89363569532476
194,3001082,101.34999428404484
195,3001083,480.32166479911587
196,3001084,0.7552639712762669
197,3001085,4.455121284099906
198,3001086,3.5460917686011992
199,3001087,2.1409977940647202
200,3001088,2.034659858328993
201,3001089,1931.3652156608698
202,3001090,0.0
203,3001091,157.1213095041515
204,3001092,5.719706496288861
205,3001093,985.0866898692104
206,3001094,437.3413504896668
207,3001095,315.22734047192614
208,3001096,112.15761217032698
209,3001097,94.44334839812473
210,3001098,3078.3359036120605
211,3001099,7.0786536596932
212,3001100,1.0506835858938695
213,3001101,38.52807380779995
214,3001102,23.453448837967485
215,3001103,0.023613245773368735
216,3001104,291.9590885803684
217,3001105,11.713067520249297
218,3001106,0.0024684458106282933
219,3001107,4.799124400353965
220,3001108,24.496094097323663
221,3001109,2.0555654349841856
222,3001110,137.13433806466648
223,3001111,214.0948869722797
224,3001112,1.0847422104233617
225,3001113,6.191139422730869
226,3001114,162.5913087938721
227,3001115,47.55050787319894
228,3001116,821.4155497107937
229,3001117,0.6906165186869392
230,3001118,5.596508609922051
231,3001119,5.320531710848883
232,3001120,0.19320775168197268
233,3001121,0.7810005885316771
234,3001122,1567.6676680173255
235,3001123,0.0
236,3001124,149.42114098932598
237,3001125,6.93078401734263
238,3001126,947.7346717136435
239,3001127,304.81733077597266
240,3001128,194.41599451268308
241,3001129,168.89073422502233
242,3001130,50.59855086229734
243,3001131,2301.7235444002695
244,3001132,4.585639827081772
245,3001133,0.43218548486118713
246,3001134,22.223165707656413
247,3001135,15.06596423929105
248,3001136,0.07094558834114514
249,3001137,242.46768791731762
250,3001138,0.0
251,3001139,0.015016025844585298
252,3001140,1.4726798514698487
253,3001141,35.053611425135806
254,3001142,1.4882378345421514
255,3001143,53.04782019424299
256,3001144,165.0415359406557
257,3001145,0.8005787933830407
258,3001146,3.986387558694389
259,3001147,78.54675686284332
260,3001148,39.01090688920785
261,3001149,709.4299048332209
262,3001150,4.478150232237137
263,3001151,1.251252217578891
264,3001152,9.602938000939956
265,3001153,0.4523479873486858
266,3001154,3.1309864044948577
267,3001155,3972.177571438854
268,3001156,0.0
269,3001157,359.85937903557016
270,3001158,9.72864879054623
271,3001159,1296.6643569973876
272,3001160,904.1764769392963
273,3001161,596.6757275140675
274,3001162,288.0082288583755
275,3001163,156.92108277234195
276,3001164,5245.937581992201
277,3001165,11.921375978592687
278,3001166,1.0437249397707689
