id,sales
3000888,4.59780846046041
3000889,0.0
3000890,3.2928791901126675
3000891,2391.174825663368
3000892,0.4099271321571166
3000893,407.53114149735586
3000894,19.445317362531277
3000895,676.6185065691143
3000896,810.2127796054721
3000897,140.38410886481552
3000898,135.34060953251952
3000899,146.87109461992918
3000900,2727.430515155749
3000901,20.5002646275526
3000902,1.8568915365757617
3000903,27.968833225365287
3000904,30.324568868791296
3000905,0.3650420651957609
3000906,209.17654256692953
3000907,17.64735944042916
3000908,14.577736989851001
3000909,4.4660789817978594
3000910,111.17345383413567
3000911,8.084498753074971
3000912,308.4953684904269
3000913,163.28849060678039
3000914,7.013246196772812
3000915,11.486669122410355
3000916,335.43996734668747
3000917,90.76203463451336
3000918,3009.3318906230816
3000919,0.34273925506285424
3000920,27.62712725027627
3000921,2.931639293592626
3000922,0.32678538917186395
3000923,1.516398440179354
3000924,1333.2461692515483
3000925,0.0
3000926,107.37814218755955
3000927,4.929706453948453
3000928,766.9161024807245
3000929,361.15375284209983
3000930,290.0376808464694
3000931,51.09815565180942
3000932,58.897813717047526
3000933,2750.3777687261036
3000934,3.9555150498981715
3000935,0.41868101159703797
3000936,13.59528708913926
3000937,10.1637769337923
3000938,0.08956054890105472
3000939,229.13877068858204
3000940,6.099601576756808
3000941,0.014641313230107415
3000942,1.2785342597414706
3000943,12.386104301362092
3000944,0.6698760696245675
3000945,139.16220686560735
3000946,198.22440204758215
3000947,0.8650844056041762
3000948,5.1190781646279735
3000949,169.30162536742372
3000950,34.148121567780635
3000951,301.92352503438036
3000952,0.8634648849822805
3000953,3.3017918460841473
3000954,7.779129142479707
3000955,0.4982873304795896
3000956,7.275091984537282
3000957,5083.3229641673115
3000958,0.0
3000959,648.7439442630863
3000960,18.945374522082638
3000961,2118.424913519716
3000962,777.4122727907832
3000963,568.0628834677855
3000964,189.1515807791482
3000965,136.84093191804587
3000966,7841.564005629158
3000967,22.558609710349266
3000968,0.6926171029845754
3000969,46.1693510485602
3000970,27.869329031547835
3000971,0.32751999525787434
3000972,652.695557644349
3000973,15.918215267104461
3000974,2.3942844682679807
3000975,7.457591846930957
3000976,54.16280522141916
3000977,3.9765561158602925
3000978,623.9753698945511
3000979,489.9698366930447
3000980,2.531376359656365
